songId,trackName,albumName,artists,length,genres,mood,link,playCount
181,Welcome,The Warm Up,J. Cole,2:20,rap,RELAXED,spotify:track:4wKDjsdjSEL4ykcyoHV0pq,0
182,Can I Live,The Warm Up,J. Cole,3:21,rap,HAPPY,spotify:track:54MLcMDmAwCkRB50bFdpSi,0
183,Dead Presidents II,The Warm Up,J. Cole,3:34,rap,HAPPY,spotify:track:7nt9qV1gSFco5Y76Yt2SaY,0
184,I Get Up,The Warm Up,J. Cole,4:54,rap,RELAXED,spotify:track:7KrU5v4X520iMEUu4sXM9F,0
185,Dollar and a Dream II,The Warm Up,J. Cole,4:21,rap,RELAXED,spotify:track:4GbrDGP29Ivb4JxI6XFyk1,0
186,Get Away,The Warm Up,J. Cole,3:17,rap,RELAXED,spotify:track:0dnXpyKazjvFkyNSXkxLXy,0
187,Hold It Down,The Warm Up,J. Cole,4:15,rap,RELAXED,spotify:track:77Moue1sbLtdQFFSNt5evh,0
188,Immortal,4 Your Eyez Only,J. Cole,3:21,rap,MELANCHOLIC,spotify:track:6AGON2BGdPmPMJGiiNuuwl,0
189,4 Your Eyez Only,4 Your Eyez Only,J. Cole,8:50,rap,RELAXED,spotify:track:1vvnYpYEMVB4aq9I6tHIEB,0
190,January 28th,2014 Forest Hills Drive,J. Cole,4:02,rap,RELAXED,spotify:track:6LBpGdlukUARutol7VgWIS,0
191,A Tale Of 2 Citiez,2014 Forest Hills Drive,J. Cole,4:29,rap,RELAXED,spotify:track:52A8OAP8lTQKZCj4Rce92B,0
192,No Role Modelz,2014 Forest Hills Drive,J. Cole,4:52,rap,RELAXED,spotify:track:68Dni7IE4VyPkTOH9mRWHr,0
193,Power Trip (feat. Miguel),Born Sinner (Deluxe Version),J. Cole|Miguel,4:01,rap,r&b,RELAXED,3,0
194,Forbidden Fruit (feat. Kendrick Lamar),Born Sinner (Deluxe Version),J. Cole|Kendrick Lamar,4:28,rap,hip hop,west coast hip hop,RELAXED,spotify:track:1mvDFqbbmgmMmU6U4dIq5m,0
195,Let Nas Down,Born Sinner (Deluxe Version),J. Cole,4:37,rap,RELAXED,spotify:track:6WouUO5WEg0ncfGn6dkB4I,0
196,9,Views,Drake,4:15,rap,RELAXED,spotify:track:1C7KSXR2GVxknex6I4ANco,0
197,Life Of The Party (with André 3000),Donda (Deluxe),Kanye West|André 3000,6:31,rap,RELAXED,spotify:track:2yBb1CRq98SSWRuDSn36SZ,0
198,No More Parties In LA,The Life Of Pablo,Kanye West,6:14,rap,HAPPY,spotify:track:0zLClc0emc6qUeV1p5nc99,0
199,Lord Knows,Take Care (Deluxe),Drake|Rick Ross,5:07,rap,southern hip hop,ENERGETIC,spotify:track:1QBwk6GTCxVdC2hoSw9tlM,0
200,Shangri La,Alfredo 2,Freddie Gibbs|The Alchemist,3:02,jazz rap,alternative hip hop,experimental hip hop,boom bap,RELAXED,spotify:track:7I3cmK1BCShHs3MIZ3rOWF,0
201,HELICOPTER,HELICOPTER,A$AP Rocky,2:45,rap,RELAXED,spotify:track:3v1d12O8WEj5H9eFID7HBn,0
202,NO TRESPASSING,Don't Be Dumb,A$AP Rocky,3:15,rap,RELAXED,spotify:track:7eEnuNVAHQXEwg18zZnmdL,0
203,STOP SNITCHING,Don't Be Dumb,A$AP Rocky,3:20,rap,HAPPY,spotify:track:2lSDVBIWbWQ7z5Lw15GRNw,0
204,STAY HERE 4 LIFE,Don't Be Dumb,A$AP Rocky,5:46,rap,RELAXED,spotify:track:2xsTsnA5QOFCnFXdEHGkli,0
205,PUNK ROCKY,Don't Be Dumb,A$AP Rocky,3:54,rap,RELAXED,spotify:track:1AXsHbdIYx2OyKmdOcIL5T,0
206,AIR FORCE (BLACK DEMARCO),Don't Be Dumb,A$AP Rocky,3:44,rap,RELAXED,spotify:track:4WGk4UwyQD0mxTN6gEL4wl,0
207,DON'T BE DUMB / TRIP BABY,Don't Be Dumb,A$AP Rocky,4:45,rap,RELAXED,spotify:track:2JfyjfqbQrTXMzH8n0fOht,0
208,FISH N STEAK (WHAT IT IS),Don't Be Dumb,A$AP Rocky,3:49,rap,RELAXED,spotify:track:6qJjgYxhZ3gBTm4TI8t41e,2
